Jugador;Equipo;Posición principal;Posiciones;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases recibidos /90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Goles recibidos;Goles recibidos/90;Remates en contra;Remates en contra/90;Porterías imbatidas en los 90;Paradas, %;xG en contra;xG en contra/90;Goles evitados;Goles evitados/90;Pases hacía atrás recibidos del arquero/90;Salidas/90;Duelos aéreos en los 90;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %;
G. Montes;Huachipato;RCMF;RCMF, LCMF;29;1000000;2025-12-31;29;2652;4;3,47;1;6;16,05;50,32;Uruguay;Uruguay, Italy;izquierdo;174;74;no;7,13;5,26;54,84;2,1;53,23;0,41;0,6;0,14;3,83;5,66;0,95;8;0,27;0;0;2,65;0,14;4;0,14;0,12;0;0;47;1,6;23,4;8,511;0,03;1,7;46;0,68;55;1,02;40;0,27;2,27;59,7;6,35;46,52;1,29;2,55;0,34;38,48;1,15;1,09;53,82;81,21;19,11;72,47;7,06;90,87;20,4;88,69;43,34;84,57;8,82;71,15;21,07;37,59;0,2;1,63;0,07;0,03;0,31;44,44;0,31;13,1;77,72;3,29;58,76;0,71;52,38;1,32;0,78;12,86;85,49;0;;0;;0;0;0;0;;;0,41;;;1,83;0,2;33,33;3,67;1;0;
G. Paiva;Colo Colo;CF;CF;27;1000000;2025-12-31;22;1467;2;7,55;1;1,12;22,7;36,22;Paraguay;Paraguay;derecho;181;75;si;3,62;2,64;58,14;8,04;45,8;0,06;0,12;0,06;2,02;4,06;0,92;4;0,25;0;0;1,84;0,12;2;0,12;0,46;1;0,06;43;2,64;30,23;4,651;0,06;0,67;27,27;0,12;0;0,49;37,5;0,06;1,53;48;8,83;20,83;4,54;0,74;0;19,02;1,72;0,61;27,12;78,05;4,29;67,14;9,08;84,46;7,48;78,69;25,09;80,2;1,35;63,64;15,44;17,51;0,07;0,74;0,06;0,06;0,25;50;0,43;2,76;64,44;0,98;50;0,31;60;1,29;0,12;2,27;62,16;0;;0;;0;0;0;0;;;0,12;;;0;0;0;0,06;1;0;
D. Glaby;Coquimbo Unido;RCMF;RCMF, RDMF;28;1000000;2026-12-31;28;2748;2;1,95;2;0,75;17,98;58,83;Argentina;Argentina;derecho;178;78;no;11,43;9,2;67,62;2,98;47,25;0,79;1,01;0,26;4,42;5,7;1,02;9;0,29;1;0,03;0,72;0,07;2;0,07;0,06;1;0,03;19;0,62;10,53;10,526;0,07;0,88;40,74;0,23;57,14;0,66;35;0,07;0,46;57,14;2,59;50,63;0,72;0,49;0,03;23,38;0,36;0,79;38,94;83,35;15,1;72,89;4,09;96,8;14,74;89,33;33,54;88,96;4,62;50,35;18,92;31,82;0,02;0,33;0,03;0;0,1;33,33;0,13;5,99;69,4;0,92;39,29;0,36;27,27;0,16;0,39;6,42;72,96;0;;0;;0;0;0;0;;;0,36;;;0;0;0;0;0;0;
B. Gazzolo;Huachipato;RCB;RCB, CB;27;1000000;2025-12-31;31;3097;0;3,08;0;0,25;15;64,34;Chile;Chile, Italy;derecho;182;79;no;10,35;7;74,27;4,18;60,42;0,35;0,5;0,38;4,79;6,85;0,93;3;0,09;0;0;0,26;0;0;0;0,09;0;0;15;0,44;26,67;0;0;0,09;66,67;0;0;0,06;100;0;0,23;37,5;1,05;47,22;0,73;0,46;0,03;20,14;0,2;0,26;34,03;87,36;13,16;79,25;2,47;92,94;15,14;95,59;28,74;91,81;5,2;63,13;21,36;36,33;0,01;0,06;0;0;0;0;0,06;2,7;66,67;0,26;55,56;0,09;33,33;0,17;0,06;6,25;65,12;0;;0;;0;0;0;0;;;1,83;;;0;0;0;0;0;0;
O. Fernández;Everton;CF;CF, RCMF, LCMF;31;1000000;2025-12-31;17;800;1;1,18;1;1,63;11,59;30,1;Colombia;Colombia;izquierdo;165;72;no;2,7;2,81;40;1,58;21,43;0,23;0,32;0,11;1,35;1,91;0,45;0;0;0;0;1,24;0,11;1;0,11;0,13;0;0;8;0,9;37,5;12,5;0,11;0,9;50;0,23;0;0,68;66,67;0,11;1,13;40;5,18;26,09;2,03;1,24;0,56;20,36;1,58;0,68;28,24;84,86;7,09;76,19;5,74;94,12;9,11;86,42;25,87;86,96;1,46;69,23;13,68;14,65;0,18;1,13;0;0;0;0;0,34;2,7;70,83;1,35;75;0,11;100;0,45;0,45;3,15;75;0;;0;;0;0;0;0;;;0,11;;;0,9;0;0;1,58;0;0;
A. Madrid;Everton;LCMF;LCMF;29;1000000;2025-12-31;32;3182;4;3,22;1;2,41;16,74;49,83;Chile;Chile;derecho;179;79;no;8,34;6,51;64,78;1,44;45,1;0,51;0,74;0,25;3,62;5,27;1,02;3;0,08;0;0;2,29;0,11;4;0,11;0,09;1;0,03;34;0,96;38,24;11,765;0,03;1,39;38,78;0,51;38,89;0,88;38,71;0,11;2,18;51,95;6,51;38,26;0,85;0,99;0,2;27,15;0,71;0,76;43,98;82,19;15,98;69,38;5,57;96,95;16,74;89,7;35,47;88,52;7,18;59,06;20,43;36,83;0,07;0,82;0,08;0,06;0,37;69,23;0,4;8,37;72,64;2,8;48,48;1,19;45,24;0,79;0,51;8,43;77,52;0;;0;;0;0;0;0;;;0,37;;;0,06;0,06;0;0,11;1;0;
E.Bauermann;Everton;CB;CB, RCB;28;1000000;2024-12-31;13;1332;1;0,7;0;0,02;14,86;62,73;Brazil;Brazil;derecho;187;85;no;9,8;4,73;74,29;5,41;62,5;0,14;0,19;0,95;6,15;8,58;0,81;2;0,14;0;0;0,2;0,07;1;0,07;0,05;1;0,07;6;0,41;50;16,667;0;0;0;0;0;0;0;0;0,07;0;1,55;52,17;0,81;0;0;16,96;0,2;0,54;32,5;83,99;12,36;73,22;4,05;90;13,78;93,14;28,24;87,56;4,26;60,32;21,65;37,66;0;0,14;0,07;0;0;0;0;2,91;58,14;0,2;0;0,07;100;0,07;0;6,08;55,56;0;;0;;0;0;0;0;;;3,11;;;0;0;0;0;0;0;
B. Berríos;Everton;RCMF;RCMF, DMF;26;1000000;2025-12-31;28;2710;3;2,29;2;0,77;15,21;49,78;Chile;Chile;derecho;168;67;no;9,27;5,81;60,57;1,93;39,66;0,17;0,24;0,3;5,58;8,22;1,33;6;0,2;0;0;1,76;0,1;3;0,1;0,08;0;0;21;0,7;38,1;14,286;0,07;1,2;41,67;0,33;50;0,86;38,46;0,03;1,56;57,45;4,98;49,33;0,73;0,86;0,4;25,24;0,63;1,2;41,28;83,11;14,91;71,94;5,15;93,55;15,44;90,75;36,53;86,55;3,65;61,82;18,24;33,37;0,03;0,46;0,07;0;0,2;50;0,13;5,81;76;1,59;52,08;0,33;70;0,53;0,43;6,64;73;0;;0;;0;0;0;0;;;0,63;;;0,1;0;0;0,07;0;0;
A. Uribe;Unión Española;AMF;AMF, RAMF, RW;25;1000000;2025-12-31;32;3062;8;7,58;8;6,54;22,78;40,77;Chile;Chile;izquierdo;167;70;no;4,29;4,67;62,89;2,18;29,73;0;0;0;1,35;2,06;0,59;0;0;0;0;4,97;0,24;5;0,15;0,22;1;0,03;66;1,94;34,85;12,121;0,24;3,17;37,96;1,53;32,69;1,62;41,82;0,38;5,53;47,87;13,02;35,21;2,35;2,88;1,15;31,54;2,65;1,41;40,09;81,16;10,23;71,26;8,85;93,69;13,7;80,69;33,71;87,45;3,38;56,52;18,54;34,79;0,19;1,65;0,09;0,09;0,79;55,56;0,71;5,38;73,22;4,59;52,56;1,15;43,59;1,56;1,15;6,03;84,88;0;;0;;0;0;0;0;;;0,12;;;0,82;0,18;0;1,82;4;75;
A. Díaz;Universidad de Chile;LB;LB;24;900000;2027-12-31;20;1851;1;0,69;3;3,22;18,18;49,47;Chile;Chile;izquierdo;176;78;no;9,09;7,59;56,41;2,04;47,62;0,78;1,14;0,24;4,04;5,93;1,36;5;0,24;1;0,05;4,04;0,05;1;0,05;0,03;0;0;11;0,53;36,36;9,091;0,15;4,86;39;4,81;39,39;0,05;0;0,39;3,26;59,7;6,37;45,8;1,17;1,46;0,49;17,99;2,38;1,22;28,49;70,31;9,72;68,5;4,47;90,22;9,04;67,74;19,79;78,62;4,08;66,67;20,6;32,9;0,16;1,31;0,05;0;0;0;0,53;3,74;66,23;3,94;41,98;0,05;100;0,49;1,8;7;77,78;0;;0;;0;0;0;0;;;0,24;;;0,24;0;0;0,15;0;0;
I. Poblete;Universidad de Chile;RCMF;RCMF, LCMF;29;900000;2025-12-31;30;2327;3;2,57;2;1,82;22,05;50,88;Chile;Chile;derecho;175;71;no;9,82;9,09;60,85;2,28;42,37;0,27;0,44;0,12;4,02;6,61;1,93;6;0,23;1;0,04;2,55;0,12;3;0,12;0,1;2;0,08;26;1,01;26,92;11,538;0,08;1,7;36,36;0,77;40;0,89;30,43;0,19;2,32;66,67;7,62;46,19;1,35;1,7;0,43;32,29;0,7;1,31;45,14;84,15;13,69;72,88;8,12;96,67;15,7;87,68;40,88;87,8;2,63;57,35;17,03;29,8;0,07;0,97;0;0,04;0,46;25;0,46;6,65;77,33;2,36;47,54;0,58;40;0,62;0,54;6,77;80,57;0;;0;;0;0;0;0;;;0,43;;;0,15;0;0;0,08;0;0;
G. Graciani;Ñublense;CF;CF, AMF, RCMF;30;850000;2024-12-31;27;2051;6;8,3;2;2,23;27,43;39,84;Argentina;Argentina;derecho;180;75;no;4,56;3,33;57,89;9,17;41,63;0,09;0,12;0,18;2,55;3,52;1,32;3;0,13;0;0;2,9;0,26;6;0,26;0,36;1;0,04;60;2,63;45;10;0,09;1,23;21,43;0,35;37,5;0,88;15;0,13;2,76;52,38;9,22;30,48;4,87;2,15;0,61;14,88;1,54;0,75;22,25;73,96;5,79;59,09;4,04;91,3;6,54;75,17;19,97;79,12;1,1;36;15,73;14,92;0,1;0,88;0;0,04;0,04;0;0,35;2,59;66,1;1,67;36,84;0,26;16,67;1,32;0,26;2,11;70,83;0;;0;;0;0;0;0;;;0;;;0;0;0;0,04;0;0;
S. Galani;Coquimbo Unido;LCMF;LCMF, RCMF, LDMF;27;850000;2025-12-31;25;1850;0;0,19;0;1,26;19,65;54,7;Chile;Chile;derecho;177;71;no;11,48;8,32;66,67;2,29;57,45;0,78;0,99;0,19;5,16;6,56;1,41;7;0,34;0;0;0,92;0;0;0;0,01;0;0;4;0,19;25;0;0;0,58;75;0,29;66,67;0,24;80;0,05;0,88;44,44;5,3;35,78;0,24;0,73;0,29;20,09;0,29;1,02;36,1;85,98;12,55;78,29;4,62;96,84;13,57;91,76;32,5;88,02;3,06;66,67;18,46;30,83;0,06;0,49;0,05;0;0,15;33,33;0,24;5,79;83,19;1,12;60,87;0,29;33,33;0,29;0,44;6,28;72,09;0;;0;;0;0;0;0;;;0,34;;;0,05;0;0;0;0;0;
R. Contreras;Everton;CF;CF;28;850000;2026-12-31;23;2151;15;13,31;4;3,55;30,79;35,87;Argentina;Argentina;izquierdo;182;84;si;3,26;2,76;46,97;7,24;45,66;0,08;0,12;0,17;1,88;2,66;1,42;6;0,25;1;0,04;3,68;0,63;11;0,46;0,56;1;0,04;86;3,6;43,02;17,442;0,17;0,79;36,84;0,5;41,67;0,29;28,57;0;3,31;46,84;14,85;29,58;4,35;1,34;0,29;12,68;3,01;1,63;19,41;70,91;5,48;64,89;4,14;85,86;5,36;71,09;17,32;71,74;1,34;81,25;16,48;24,63;0,15;1,05;0,08;0;0,59;50;0,46;2,13;74,51;2,13;54,9;0,63;60;1,3;0,25;3,1;90,54;0;;0;;0;0;0;0;;;0;;;0,08;0,08;0;0;5;80;
D. González;Universidad Católica;RCB;RCB, LCB, CB;22;800000;2025-12-31;27;2485;1;0,36;0;0;13,18;63,46;Chile;Chile;derecho;186;79;no;8,76;5,4;75,84;4,27;58,47;0,36;0,6;0,4;4,31;7,18;0,4;4;0,14;0;0;0,33;0,04;1;0,04;0,01;1;0,04;4;0,14;50;25;0;0,14;0;0,04;0;0,11;0;0,04;0,33;77,78;1,23;55,88;0,18;0,29;0,07;23,76;0,33;0,62;38,35;88,01;15,57;77,44;3,15;96,55;16,73;96,1;31,73;93,84;6,48;61,45;22,34;37,46;0;0,07;0;0;0;0;0;3,8;70,48;0,54;33,33;0,51;50;0,22;0;7,06;65,64;0;;0;;0;0;0;0;;;2,46;;;0;0;0;0;0;0;
G. Castellón;Universidad de Chile;GK;GK;31;800000;2027-12-31;32;3288;0;0;0;0;0,71;84,62;Chile;Chile;derecho;187;78;no;1,72;0,08;0;0,38;92,86;0;0;0,03;1,72;3,02;0,03;3;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14;100;0;0;0;10,76;0,14;0,25;20,53;92,8;10,26;86,4;0;0;9,72;99,44;16,81;99,19;3,7;64,44;26,72;45,31;0;0;0;0;0;0;0;0,74;59,26;0,05;0;0,05;50;0;0;3,59;70,99;24;0,66;121;3,31;16;80,17;28,41;0,78;4,41;0,121;0;1,09;0,38;;;;0;0;0;
M. Sepúlveda;Universidad de Chile;LCMF;LCMF, LW;25;800000;2026-12-31;26;1428;2;1,75;3;2,14;21,05;51,8;Chile;Chile;izquierdo;184;74;no;7,56;6,49;65,05;3,09;53,06;0,38;0,67;0,13;2,96;5,24;1,07;3;0,19;0;0;4,92;0,13;2;0,13;0,11;0;0;43;2,71;34,88;4,651;0,19;3,59;45,61;2,77;52,27;0,82;23,08;0;3,78;61,67;9,14;45,52;1,26;3,03;0,76;28,24;1,51;1,7;38,51;80,69;11,85;70,21;6,24;92,93;13,49;85,05;30,69;86,86;4,6;67,12;18,36;30,04;0,13;1,7;0,06;0;0,06;0;0,69;6,37;75,25;3,47;52,73;0,44;28,57;0,5;1,51;7,94;81,75;0;;0;;0;0;0;0;;;0,38;;;1,89;0,82;30,77;2,58;0;0;
N. Fernández;Audax Italiano;RB;RB;25;800000;;29;2587;0;0,68;2;2,7;15,93;56,77;Chile;Chile;derecho;170;66;no;8,49;6,85;67,51;1,7;53,06;0,56;0,73;0,07;3,3;4,32;0,66;3;0,1;2;0,07;3,2;0;0;0;0,02;0;0;10;0,35;30;0;0,07;3,58;41,75;0;0;3,55;42,16;0,38;2,44;64,29;5,84;48,81;0,77;1,53;0,28;18,02;1,7;0,7;28,11;71,66;10,09;63,79;4,84;90,65;8,04;67,53;20,56;81,05;4,17;50;20,52;36,03;0,09;0,87;0,07;0;0,03;100;0,38;4,14;61,34;3,13;46,67;0,31;55,56;0,38;1,36;7,27;72,73;0;;0;;0;0;0;0;;;0,42;;;0;0;0;0,03;0;0;
F. Chamorro;Palestino;LCMF;LCMF, CF, AMF;23;800000;2024-12-31;28;1057;3;1,87;1;1,46;30,48;34,36;Chile;Chile;izquierdo;184;75;no;6,64;7,41;44,83;5,28;25,81;0,43;0,68;0,26;2,89;4,66;2,64;6;0,51;0;0;2,3;0,26;3;0,26;0,16;1;0,09;16;1,36;37,5;18,75;0,09;0,77;0;0,43;0;0,34;0;0;4,34;41,18;13,79;31,48;2,13;1,45;0,26;18,05;1,45;2,38;25,63;79,07;8,94;70,48;3,15;86,49;7,83;82,61;23,93;82,56;0,94;54,55;16,68;14,59;0,12;0,6;0;0;0,34;0;0,34;4,34;64,71;1,62;47,37;0,26;33,33;1,11;0;4,51;81,13;0;;0;;0;0;0;0;;;0;;;0,77;0,26;33,33;0,6;0;0;
E. Wiemberg;Colo Colo;LB;LB, LCB;30;800000;2025-12-31;29;2788;5;1,46;2;2,33;15,17;55,74;Chile;Chile;izquierdo;178;75;si;8,88;6,71;71,15;2,2;48,53;0,13;0,23;0,13;3,97;7,22;0,74;3;0,1;1;0,03;2;0,16;5;0,16;0,05;3;0,1;20;0,65;50;25;0,06;2,2;41,18;2,1;40;0,03;100;0,36;1,52;51,06;3,81;35,59;0,84;1,55;0,52;38,64;2,55;0,36;53,17;85,73;18,85;76,71;7,17;94,14;17,69;91,24;46,65;91,14;4,39;50,74;17,89;32,38;0,08;0,74;0;0;0;0;0,32;4,29;78,95;1,94;55;0,19;33,33;0,45;0,81;9,43;69,86;0;;0;;0;0;0;0;;;0,94;;;0;0;0;0,06;0;0;
F. Ovelar;Unión Española;RWF;RWF, RAMF, RW;20;800000;2024-12-31;20;1146;4;2,94;2;2,51;21,13;44,61;Paraguay;Paraguay;izquierdo;172;71;si;4,32;4,08;61,54;1,49;57,89;0;0;0,16;1,81;2,82;0,31;0;0;0;0;5,26;0,31;4;0,31;0,23;0;0;29;2,28;37,93;13,793;0,16;1,73;45,45;0,47;33,33;1,26;50;0,24;6,36;51,85;14,06;39,11;2,43;2,67;0,55;20,1;1,57;1,02;27,25;76,66;7,46;64,21;4,32;92,73;9,74;80,65;23,64;79,73;1,96;64;15,56;20,89;0,2;0,79;0,08;0,24;0,55;57,14;0,47;3,22;78,05;2,51;46,88;0,47;50;1,26;0,79;5,18;81,82;0;;0;;0;0;0;0;;;0,08;;;0;0;0;0,39;0;0;
D. Coelho;Cobresal;CF;CF;29;750000;;18;1376;7;7,24;0;0,2;21;31,15;Uruguay;Uruguay;izquierdo;182;81;no;2,22;2,03;45,16;8,11;37,1;0,2;0,26;0,07;1,11;1,47;0,65;3;0,2;0;0;1,24;0,46;6;0,39;0,47;4;0,26;38;2,49;36,84;18,421;0;0,13;0;0,13;0;0;0;0;0,92;35,71;7,52;20;3,53;0,72;0,26;7,59;1,9;0,59;12,95;66,67;2,16;36,36;4,45;86,76;4,32;66,67;12,23;67,38;0,59;66,67;16,08;15,58;0,01;0,39;0;0;0,2;0;0;1,18;33,33;0,59;33,33;0,13;0;0,39;0;1,05;37,5;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;100;
C. Cuevas;Universidad Católica;LB;LB, LAMF, LCMF;29;750000;2024-12-31;29;2107;1;0,85;8;3,2;20,59;55,39;Chile;Chile;izquierdo;174;70;no;8,59;7,35;61,63;2,05;47,92;0,21;0,37;0,13;3,84;6,63;2,01;10;0,43;0;0;2,69;0,04;1;0,04;0,04;0;0;9;0,38;44,44;11,111;0,34;2,61;36,07;2,26;35,85;0,3;42,86;0,43;1,96;73,91;7,52;52,84;0,85;1,71;0,85;22,43;1,37;2,18;34,56;77,01;11,62;65,44;5,89;92,03;11,11;81,15;28,23;83,36;3,93;56,52;18,23;28,49;0,14;0,64;0;0,04;0,21;60;0,56;5,13;63,33;2,9;50;0,77;55,56;0,6;0,94;6,32;77,03;0;;0;;0;0;0;0;;;0,38;;;0,13;0;0;0,21;0;0;
L. Arriagada;Audax Italiano;CF;CF, LW;22;750000;2025-12-31;11;453;0;1,1;0;0,12;27,81;37,14;Chile;Chile;derecho;184;73;si;5,76;5,96;63,33;4,97;32;0,6;0,8;0;1,39;1,86;0,79;0;0;0;0;2,78;0;0;0;0,22;0;0;9;1,79;55,56;0;0;0,6;33,33;0,2;0;0,4;50;0;3,58;44,44;13,51;29,41;2,98;1,59;1,39;9,93;1,99;1,19;14,9;77,33;2,58;46,15;3,38;94,12;4,77;79,17;13,31;83,58;1,19;16,67;16,38;14,3;0,02;0,4;0;0;0,2;0;0,2;2,38;66,67;1,39;42,86;0,4;0;0,6;0,2;1,59;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0;
L. Gil;Colo Colo;LCMF;LCMF, AMF;33;750000;2024-12-31;29;2287;2;2,91;4;4,63;17,24;48,17;Argentina;Argentina, Chile;izquierdo;171;65;no;7,4;5,59;76,06;1,34;23,53;0,35;0,65;0,04;2,79;5,14;0,63;4;0,16;0;0;1,81;0,08;2;0,08;0,11;1;0,04;39;1,53;38,46;5,128;0,16;1,34;23,53;0,94;25;0,35;11,11;0,2;1,53;48,72;7,32;33,87;1,5;0,91;0,12;49,94;0,98;1,34;63,91;86,33;17,28;75,63;10,94;93,53;23,69;87,87;56,55;90,19;6,02;64,05;17,97;35,09;0,18;1,53;0,08;0,12;0,43;36,36;0,35;9,25;80,43;3,15;42,5;1,1;35,71;0,94;0,31;8,3;79,62;0;;0;;0;0;0;0;;;0,28;;;1,3;0,31;50;3,62;0;0;
D. Zúñiga;Palestino;LB;LB, RB;28;750000;2025-12-31;24;2231;0;0,33;1;0,96;16,82;56,59;Chile;Chile;derecho;170;73;no;8,92;6,21;71,43;2,3;35,09;0,12;0,18;0,08;4,36;6,48;0,61;3;0,12;0;0;2,82;0;0;0;0,01;0;0;12;0,48;0;0;0,04;2,74;39,71;2,3;43,86;0,44;18,18;0,4;2,22;76,36;5,65;55;0,65;2,26;0,36;22,19;1,41;0,77;37,15;79,8;14,04;71,84;5,85;93,1;11,3;83,21;29,73;87,52;4,8;54,62;19,88;35,71;0,04;0,48;0,04;0;0,04;100;0,28;5,49;75,74;2,7;49,25;0,4;60;0,44;1,05;8,35;73,43;0;;0;;0;0;0;0;;;0,4;;;0;0;0;0;0;0;
M. Bolados;Colo Colo;CF;CF, LW, RAMF;28;750000;2024-12-31;28;1406;5;4,31;4;2,35;24,26;42,48;Chile;Chile;derecho;172;71;no;4,1;4,29;62,69;3,84;36,67;0,26;0,51;0,06;1,15;2,31;1,22;2;0,13;0;0;4,42;0,32;5;0,32;0,28;1;0,06;24;1,54;45,83;20,833;0,26;2,43;34,21;0,64;20;1,79;39,29;0,32;4,42;63,77;13,31;39,42;4,93;2,05;0,51;21,44;2,11;1,47;29,96;81,62;6,79;78,3;8,13;88,19;8,07;77,78;26,05;86,24;1,66;76,92;15,45;22,21;0,15;1,22;0,06;0;0,19;33,33;0,77;2,82;77,27;1,79;57,14;0,26;50;1,28;0,58;3,78;79,66;0;;0;;0;0;0;0;;;0,26;;;0;0;0;0;0;0;
M. Falcón;Colo Colo;LCB;LCB, RCB;27;750000;2025-12-31;24;2183;2;2,5;0;0;15,58;64,55;Uruguay;Uruguay;derecho;179;80;no;8,33;5,4;75,57;3,79;61,96;0,12;0,22;0,21;4,12;7,35;0,7;6;0,25;2;0,08;0,78;0,08;2;0,08;0,1;1;0,04;10;0,41;50;20;0;0,08;0;0,08;0;0;0;0;0,91;59,09;3,05;50;0,7;1,15;0,45;29,02;0,41;0,99;44,44;88,59;16,94;79,56;3,92;93,68;19,58;95,58;40,32;92,13;4,04;55,1;19,78;33,42;0;0;0,04;0;0,04;100;0,04;4,74;74,78;0,25;16,67;0,25;33,33;0,08;0;6,8;64,24;0;;0;;0;0;0;0;;;3,22;;;0;0;0;0;0;0;
G. Soto;Universidad Católica;RB;RB;30;700000;2026-12-31;19;1538;0;0,34;1;0,55;15,27;53,26;Chile;Chile;derecho;175;65;no;8,72;7,61;63,85;1,99;58,82;0,35;0,59;0,12;3,51;5,94;1,05;4;0,23;0;0;1,58;0;0;0;0,02;0;0;7;0,41;42,86;0;0,06;1,87;31,25;0;0;1,87;31,25;0,23;1,35;60,87;3,28;41,07;0,64;1,29;0,53;18,14;2,05;0,47;25,75;72,95;10,71;63,39;4,15;90,14;6,03;72,82;19,66;83,04;4,21;44,44;19,06;28,48;0,03;0,23;0,12;0;0,06;0;0,18;4,45;65,79;2,05;42,86;0,29;40;0,35;0,59;6,38;67,89;0;;0;;0;0;0;0;;;0,23;;;0,06;0;0;0,06;0;0;
A. Ceza;Palestino;RCB;RCB, LCB;21;700000;;15;1471;0;0,93;0;0;12,6;56,8;Chile;Chile;derecho;182;77;no;8,2;5,32;75,86;3,43;39,29;0,43;0,66;0,61;3,73;5,77;0,31;1;0,06;0;0;0,24;0;0;0;0,06;0;0;3;0,18;33,33;0;0;0,06;100;0,06;100;0;0;0;0,18;66,67;1,04;47,06;0,31;0,49;0,12;19,33;1,16;0,43;31,94;84,1;14,56;72,69;1,77;96,55;13,22;94,91;26;89,65;5,87;59,38;22,63;38,71;0;0;0;0;0;0;0;4,41;58,33;0,49;50;0,61;10;0,24;0,06;6,85;71,43;0;;0;;0;0;0;0;;;1,1;;;0;0;0;0;0;0;
S. Cabrera;Coquimbo Unido;LB;LB;26;700000;2024-12-31;28;2381;3;0,74;5;2,67;14,89;50,76;Chile;Chile;izquierdo;175;69;no;8,88;5,56;60,54;0,91;45,83;0,45;0,57;0,19;5,07;6,4;0,94;7;0,26;0;0;3,52;0,11;3;0,11;0,03;0;0;17;0,64;52,94;17,647;0,19;2,8;39,19;2,68;38,03;0,11;66,67;0,3;2,95;66,67;5,41;55,94;0,57;2,72;1,02;19,35;1,36;0,72;33,79;71,59;17,24;63,6;3,86;90,2;8,32;77,73;24,68;81,16;6,69;48,02;21,21;36,09;0,1;0,72;0,04;0,04;0,15;75;0,3;6,88;59,89;2,53;50,75;0,57;40;0,45;0,91;9,26;69,8;0;;0;;0;0;0;0;;;0,38;;;1,21;0,08;100;0,94;0;0;
N. Linares;Palestino;DMF;DMF, RCMF;28;700000;2024-12-31;25;1906;0;0,56;0;0,19;13,27;55,16;Argentina;Argentina;derecho;175;72;no;9,07;7,37;64,1;1,32;71,43;0,33;0,47;0,19;4,01;5,7;1,51;7;0,33;0;0;0,42;0;0;0;0,03;0;0;8;0,38;0;0;0;0,14;100;0;0;0,14;100;0;0,33;71,43;1,7;27,78;0,38;0,24;0;22,95;0,05;0,33;37,16;83,61;12,42;70,34;4,01;94,12;16,43;91,09;33,24;86,65;3,82;56,79;20,74;33,43;0,01;0,19;0;0;0,14;33,33;0,05;4,91;70,19;0,76;31,25;0,38;0;0,24;0,09;5,81;72,36;0;;0;;0;0;0;0;;;0,71;;;0;0;0;0;0;0;
